,Compound,Date,Negative,Neutral,Positive,Source,Text,Tweets Ago
95,0.4588,Sat Oct 06 05:15:00 +0000 2018,0.824,0.0,0.176,Fox News,.@SenMikeLee: “I applaud @SenatorCollins for voting the way that she believes is right.” @FoxNewsNight… https://t.co/21PBnYXT08,96
96,0.0,Sat Oct 06 05:08:00 +0000 2018,1.0,0.0,0.0,Fox News,"Interpol president Meng Hongwei vanishes during trip to China, official says https://t.co/XQIAm66enq",97
97,-0.8074,Sat Oct 06 05:05:06 +0000 2018,0.601,0.399,0.0,Fox News,"South Carolina father, son both denied bond in aftermath of police killing https://t.co/iZq8ig6BHM",98
98,0.0,Sat Oct 06 05:01:00 +0000 2018,1.0,0.0,0.0,Fox News,.@SenMikeLee: “Brett Kavanaugh has weathered this exceptionally well.” @FoxNewsNight https://t.co/RCdoHOJU4L,99
99,-0.6124,Sat Oct 06 04:52:00 +0000 2018,0.75,0.25,0.0,Fox News,"Maryland woman allegedly sets apartment complex on fire because she was 'upset with ex-boyfriend,' officials say https://t.co/WsnYKPaiwH",100
0,-0.34,Sat Oct 06 15:20:06 +0000 2018,0.897,0.103,0.0,The New York Times,"Moments after the gavel sounded on the $1.4 million sale of the Banksy artwork, an alarm sounded and it slipped thr… https://t.co/DnbgLEH4BJ",1
1,-0.6597,Sat Oct 06 15:04:04 +0000 2018,0.652,0.27,0.078,The New York Times,"During a critical point in the Vietnam War, a top U.S. military commander activated a plan to move tactical nuclear… https://t.co/b9tdUoxqit",2
2,-0.0762,Sat Oct 06 14:49:45 +0000 2018,0.936,0.064,0.0,The New York Times,White House counsel Donald F. McGahn II reportedly told President Trump they could not legally order an unlimited F… https://t.co/dVRqI0VSLT,3
3,-0.3412,Sat Oct 06 14:33:02 +0000 2018,0.876,0.124,0.0,The New York Times,"""If 'Seinfeld' was a show about nothing, 'The Good Place' is a show about everything — including, and especially, g… https://t.co/hIY5YWCyrR",4
4,-0.6486,Sat Oct 06 14:16:03 +0000 2018,0.807,0.193,0.0,The New York Times,"For months, a reputed mobster has been pursued by someone who wanted him dead. On Thursday, outside a McDonald’s in… https://t.co/PGVGLHBhr3",5
5,0.34,Sat Oct 06 14:00:14 +0000 2018,0.882,0.0,0.118,The New York Times,"Potentially for sale: $22 million in real estate, some purchased with the ill-gotten gains of Paul Manafort. Here's… https://t.co/39IRoEE4IR",6
6,0.8625,Sat Oct 06 13:45:03 +0000 2018,0.652,0.0,0.348,The New York Times,A rare thing happened with the Nobel Prizes for physics and chemistry: Women won them. Here's the week in good news. https://t.co/9DywwIlL9s,7
7,0.0,Sat Oct 06 13:30:10 +0000 2018,1.0,0.0,0.0,The New York Times,"What service animals can you bring on an Alaska Airlines flight? Dogs, cats and... miniature horses. https://t.co/KGzR0hsCnv",8
8,0.6597,Sat Oct 06 13:15:04 +0000 2018,0.787,0.0,0.213,The New York Times,He once joked with friends he was still single because he was holding out for a supermodel. Then he actually fell i… https://t.co/KZLjd3lmgr,9
9,0.0,Sat Oct 06 13:02:06 +0000 2018,1.0,0.0,0.0,The New York Times,"The NYT movie review of ""A Star Is Born"" https://t.co/zVFi9rmjtT",10
10,0.0,Sat Oct 06 12:54:38 +0000 2018,1.0,0.0,0.0,The New York Times,Why Count All the Squirrels in Central Park? Why the Heck Not https://t.co/O149ZSDsI8,11
11,-0.2263,Sat Oct 06 12:42:03 +0000 2018,0.909,0.091,0.0,The New York Times,"In Opinion

Emma González writes, ""This isn’t something we are ever going to forget about. This isn’t something we… https://t.co/HcyM9kgMvr",12
12,0.6369,Sat Oct 06 12:22:04 +0000 2018,0.792,0.0,0.208,The New York Times,"Modern Love: ""You can’t will the right man into your life simply by planning for him"" https://t.co/jsuiMVhaWj",13
13,0.0,Sat Oct 06 12:02:10 +0000 2018,1.0,0.0,0.0,The New York Times,How to vote early in the 2018 midterm elections https://t.co/u7qJ60Adz5,14
14,0.0,Sat Oct 06 11:47:03 +0000 2018,1.0,0.0,0.0,The New York Times,President Trump has sold himself as a self-made billionaire but our investigation found that he received more than… https://t.co/WMtwcPbvMq,15
15,0.4005,Sat Oct 06 11:42:02 +0000 2018,0.77,0.0,0.23,The New York Times,"The 19 fall cookbooks @NYTFood is most excited about 
https://t.co/zMPWt4Yrv6",16
16,0.0,Sat Oct 06 11:22:05 +0000 2018,1.0,0.0,0.0,The New York Times,"The man that the Danish government says swindled it out of $2 billion resides in a 10,000 square foot home in Dubai… https://t.co/KkwyeI7LXC",17
17,0.8126,Sat Oct 06 11:02:04 +0000 2018,0.5,0.088,0.412,The New York Times,A top Democrat promised to open an investigation into accusations against Brett Kavanaugh if the party wins control… https://t.co/nZOFh4wCBt,18
18,0.0,Sat Oct 06 10:31:11 +0000 2018,1.0,0.0,0.0,The New York Times,Here's everything you need to know for the midterm elections https://t.co/8k4PNToChW,19
19,-0.6249,Sat Oct 06 10:14:49 +0000 2018,0.709,0.291,0.0,The New York Times,Nonfiction: Ben Fountain Takes a Tour Through Our Current Existential Crisis https://t.co/e807w5PDj9,20
20,-0.8225,Sat Oct 06 10:00:36 +0000 2018,0.591,0.409,0.0,The New York Times,Cameroon on Brink of Civil War as English Speakers Recount ‘Unbearable’ Horrors https://t.co/ORTto6SBpY,21
21,-0.7906,Sat Oct 06 09:53:01 +0000 2018,0.667,0.333,0.0,The New York Times,"An Infant Is Dead, Her Twin Is Injured, and Their Mother Is in Police Custody https://t.co/EfK0UOtMEN",22
22,0.1779,Sat Oct 06 09:49:39 +0000 2018,0.898,0.0,0.102,The New York Times,What's one of the fastest growing sources of greenhouse gas emissions? A new report says plastics. https://t.co/MbmOAkR6oS,23
23,0.0,Sat Oct 06 09:32:06 +0000 2018,1.0,0.0,0.0,The New York Times,"RT @nytimesarts: Bradley Cooper narrates a scene from ""A Star Is Born"" where Lady Gaga's star begins to rise https://t.co/4Ao7ufSNoJ",24
24,0.0,Sat Oct 06 09:29:03 +0000 2018,1.0,0.0,0.0,The New York Times,Danske Bank Faces U.S. Inquiry Over Money Laundering https://t.co/leAVDuQD1H,25
25,0.0,Sat Oct 06 09:07:00 +0000 2018,1.0,0.0,0.0,The New York Times,Taking a trip down California's Highway 1 — now reopened in its entirety https://t.co/tBVh2Hruxn,26
26,0.0258,Sat Oct 06 08:49:33 +0000 2018,0.901,0.0,0.099,The New York Times,Nonfiction: How Do We Make the Long-Term Decisions That Matter? https://t.co/OfEg2CA1va,27
27,0.2023,Sat Oct 06 08:42:10 +0000 2018,0.893,0.0,0.107,The New York Times,"Researchers at Johns Hopkins University have recommended that psilocybin, the compound found in hallucinogenic mush… https://t.co/sUsVsQbGSM",28
28,0.34,Sat Oct 06 08:24:43 +0000 2018,0.806,0.0,0.194,The New York Times,Our cybersecurity reporter @sheeraf explains how she safeguards her devices https://t.co/3WoDLIh7uk,29
29,0.5106,Sat Oct 06 08:08:33 +0000 2018,0.732,0.0,0.268,The New York Times,"Montserrat Caballé, Revered Spanish Prima Donna, Dies at 85 https://t.co/UcwX6ktqrS",30
30,0.6249,Sat Oct 06 08:06:59 +0000 2018,0.485,0.145,0.37,The New York Times,"How special education is failing T.J., a friendly 12-year-old boy, and many children like him https://t.co/xXTBg6rLsc",31
31,0.0,Sat Oct 06 07:49:39 +0000 2018,1.0,0.0,0.0,The New York Times,"Cindy Sherman has recently taken to Instagram, where she has been producing a series of images utterly unlike anyth… https://t.co/lLfQrr7rrY",32
32,-0.296,Sat Oct 06 07:32:04 +0000 2018,0.891,0.109,0.0,The New York Times,RT @nytimesworld: The president of Interpol has been reported missing by his wife after he traveled to China https://t.co/7LuAb3xOAV,33
33,0.4404,Sat Oct 06 07:08:01 +0000 2018,0.813,0.0,0.187,The New York Times,"In Opinion

""A growing body of literature suggesting that the immune system is involved in psychiatric disorders fr… https://t.co/fz7xFXzUbs",34
34,0.0,Sat Oct 06 06:51:54 +0000 2018,1.0,0.0,0.0,The New York Times,Her home in Vienna was confiscated by the Nazis in 1940. She later secretly moved back in and spied on the SS offic… https://t.co/yToDt22OEn,35
35,-0.5009,Sat Oct 06 06:35:04 +0000 2018,0.854,0.146,0.0,The New York Times,"In this Ukrainian town, almost everyone speaks Hungarian. It offers another example of why it so difficult for Ukra… https://t.co/nGoyGSsKEA",36
36,0.7351,Sat Oct 06 06:07:17 +0000 2018,0.721,0.0,0.279,The New York Times,"This Greek-style broiled shrimp dish is ready in just 10 minutes, making it the perfect weeknight recipe https://t.co/GHT4G0EoyQ",37
37,0.7096,Sat Oct 06 05:49:18 +0000 2018,0.688,0.0,0.312,The New York Times,"The best TV shows and movies new to Netflix, Amazon and more in October https://t.co/XJclRYR6Zy",38
38,-0.6369,Sat Oct 06 05:32:03 +0000 2018,0.66,0.243,0.097,The New York Times,RT @nytopinion: A vote for Brett Kavanaugh delivered a message to women who’ve suffered sexual assault: If the powerful can find a way to n…,39
39,0.891,Sat Oct 06 05:03:02 +0000 2018,0.616,0.0,0.384,The New York Times,"The first time our correspondent met the Nobel Peace Prize winner Dr. Denis Mukwege, the doctor was performing arou… https://t.co/iCJ3HXIl9N",40
40,0.0,Sat Oct 06 04:47:04 +0000 2018,1.0,0.0,0.0,The New York Times,"RT @marclacey: ""I flail, I gasp, and I make barbaric yawps—even though the pool I’m using is only four feet deep, even though I have a kick…",41
41,0.4404,Sat Oct 06 04:33:16 +0000 2018,0.861,0.0,0.139,The New York Times,"When Donald Trump was 3 years old, his father effectively made him a landlord. Here’s how Fred Trump’s maneuver cre… https://t.co/BWzvJNdjD7",42
42,0.4019,Sat Oct 06 04:17:01 +0000 2018,0.876,0.0,0.124,The New York Times,Ford is in talks with Volkswagen about a broad partnership that could help turn around its ailing operations in Eur… https://t.co/b03SFMpgSC,43
43,0.0,Sat Oct 06 04:08:57 +0000 2018,1.0,0.0,0.0,The New York Times,"Red Sox 5, Yankees 4 | Boston leads series, 1-0: Red Sox Hang On to Beat Yankees in Game 1 https://t.co/pRLiKEgjol",44
44,-0.9081,Sat Oct 06 04:02:08 +0000 2018,0.612,0.388,0.0,The New York Times,After the Chicago police officer Jason Van Dyke was found guilty of second-degree murder in the death of Laquan McD… https://t.co/vVuZgucG6K,45
45,0.3612,Sat Oct 06 03:55:05 +0000 2018,0.821,0.0,0.179,The New York Times,Want to share a confidential news tip with The New York Times? Here's how you do it: https://t.co/Q6c7hrPQd7 https://t.co/eaDV29QTst,46
46,0.0,Sat Oct 06 03:47:03 +0000 2018,1.0,0.0,0.0,The New York Times,"RT @ByJamesWagner: What Alex Cora means to baseball (where there are few Latino managers), Boston (a city with a complicated past &amp; many Pu…",47
47,0.0,Sat Oct 06 03:32:03 +0000 2018,1.0,0.0,0.0,The New York Times,Taking a trip down California's Highway 1 — now reopened in its entirety https://t.co/oGDHbTFeN8,48
48,0.6428,Sat Oct 06 03:17:06 +0000 2018,0.745,0.048,0.207,The New York Times,"RT @nytpolitics: Senator Steve Daines probably won’t be needed to confirm Judge Kavanaugh to the Supreme Court, but he’s ready to leave his…",49
49,0.0,Sat Oct 06 03:02:01 +0000 2018,1.0,0.0,0.0,The New York Times,Our investigation revealed that Donald Trump received the equivalent today of at least $413 million from his father… https://t.co/TLTNm4X7XC,50
50,-0.7574,Sat Oct 06 02:47:01 +0000 2018,0.662,0.276,0.062,The New York Times,"Global warming is bringing the planet into an era of wilder, more dangerous rains with ruinous and long-lasting con… https://t.co/cTi2B2LWn6",51
51,0.4939,Sat Oct 06 02:32:02 +0000 2018,0.868,0.0,0.132,The New York Times,"This simple change in the way you get out of your car can save lives — of cyclists, drivers and passengers. Here’s… https://t.co/1Xin36tgTB",52
52,-0.3089,Sat Oct 06 02:17:01 +0000 2018,0.907,0.093,0.0,The New York Times,RT @nytopinion: Most Americans are not where this Senate majority is. They do not support President Trump. They do not approve of relentles…,53
53,0.0,Sat Oct 06 02:02:01 +0000 2018,1.0,0.0,0.0,The New York Times,"The man that the Danish government says swindled it out of $2 billion resides in a 10,000 square foot home in Dubai… https://t.co/TjcEYEGDJg",54
54,0.4939,Sat Oct 06 01:45:09 +0000 2018,0.792,0.0,0.208,The New York Times,Senator Susan Collins took to the Senate floor and delivered a 45-minute point-by-point defense of her support for… https://t.co/FDzRLUqY25,55
55,0.2975,Sat Oct 06 01:30:03 +0000 2018,0.885,0.0,0.115,The New York Times,"To the right and left alike, Judge Kavanaugh’s nomination appears less like a final spasm of division — a sobering… https://t.co/jXFaMlvvFf",56
56,0.4019,Sat Oct 06 01:17:05 +0000 2018,0.876,0.0,0.124,The New York Times,RT @nytpolitics: Senator Susan Collins delivered a speech on the Senate floor explaining her decision to support Judge Brett Kavanaugh’s co…,57
57,0.0,Sat Oct 06 01:02:04 +0000 2018,1.0,0.0,0.0,The New York Times,Evening Briefing: Here's what you need to know at the end of the day https://t.co/AlQnsOMTpn,58
58,-0.296,Sat Oct 06 00:47:02 +0000 2018,0.885,0.115,0.0,The New York Times,"Citing 6 recent inmate deaths, a Cleveland judge said he would release people accused of low-level crimes on their… https://t.co/DAwLd9yvf9",59
59,0.4215,Sat Oct 06 00:32:06 +0000 2018,0.896,0.0,0.104,The New York Times,"The FDA approved an expansion of the age range for the HPV vaccine, so it can now be used in people ages 27 through… https://t.co/BLhkyefPiQ",60
60,-0.8271,Sat Oct 06 00:17:02 +0000 2018,0.675,0.325,0.0,The New York Times,RT @marclacey: Here's how rare it is for a police officer to face prison for killing a black person: https://t.co/S6IekxiOck,61
61,0.0,Sat Oct 06 00:02:05 +0000 2018,1.0,0.0,0.0,The New York Times,"At Babe Ruth's resting place, cemetery workers find ⚾🌭🍕🍻 and more https://t.co/DEHsWhJK7b",62
62,0.0,Fri Oct 05 23:51:01 +0000 2018,1.0,0.0,0.0,The New York Times,Get our On Politics newsletter delivered to your inbox. Sign up here: https://t.co/z8lYRF1UVP,63
63,0.0,Fri Oct 05 23:47:01 +0000 2018,1.0,0.0,0.0,The New York Times,"From our On Politics newsletter: If Senator Lisa Murkowski is unique, perhaps it’s because her home state’s politic… https://t.co/RjLpBeHjyP",64
64,-0.7269,Fri Oct 05 23:32:06 +0000 2018,0.756,0.244,0.0,The New York Times,No time to wait for your phone to charge up? No problem — these tips will get you the most battery power in the lea… https://t.co/MPzov0YfKW,65
65,0.8591,Fri Oct 05 23:17:03 +0000 2018,0.698,0.0,0.302,The New York Times,RT @nytvideo: “The world has started listening to women.” Two activists were awarded the 2018 Nobel Peace Prize for their work to end the u…,66
66,0.4019,Fri Oct 05 23:02:07 +0000 2018,0.791,0.065,0.144,The New York Times,"In 2015, Leon Lederman, a Nobel Prize-winning physicist, had to sell his medal for $765,000 to pay medical bills https://t.co/NyHdAoLFZ4",67
67,0.0,Fri Oct 05 22:47:02 +0000 2018,1.0,0.0,0.0,The New York Times,Evening Briefing: Here's what you need to know at the end of the day https://t.co/03lLEcTPTO,68
68,0.4019,Fri Oct 05 22:36:04 +0000 2018,0.876,0.0,0.124,The New York Times,"RT @TomJolly: Here’s a look at the special section coming in the Sunday @nytimes, reprinting the two investigative stories on ⁦@realDonaldT…",69
69,0.2263,Fri Oct 05 22:32:04 +0000 2018,0.863,0.0,0.137,The New York Times,Here's a list of early voting dates for the states that allow it https://t.co/SNqAUsnLNe,70
70,0.1531,Fri Oct 05 22:17:02 +0000 2018,0.761,0.091,0.149,The New York Times,RT @MitchKSmith: Some jurors are now talking to reporters about the verdict. It sounds like the disagreement was on whether to convict on f…,71
71,-0.4215,Fri Oct 05 22:02:05 +0000 2018,0.851,0.149,0.0,The New York Times,Kerry James Marshall is exasperated by the potential sale of a public mural of his in Chicago https://t.co/vQngwgwTBs,72
72,-0.8176,Fri Oct 05 21:41:03 +0000 2018,0.746,0.254,0.0,The New York Times,"RT @MitchKSmith: For the first time in nearly 50 years, a Chicago police officer has been convicted of murder. Jason Van Dyke is guilty of…",73
73,0.8519,Fri Oct 05 21:20:04 +0000 2018,0.542,0.0,0.458,The New York Times,"RT @kimseverson: Dear Twitter,                              Here are the cookbooks we like best this season.                             Lo…",74
74,0.5346,Fri Oct 05 21:12:06 +0000 2018,0.81,0.0,0.19,The New York Times,"RT @MitchKSmith: Joseph McMahon, the special prosecutor, calls it a “gratifying verdict.” He adds: “But we all know that this verdict does…",75
75,0.8126,Fri Oct 05 21:07:59 +0000 2018,0.5,0.088,0.412,The New York Times,A top Democrat promised to open an investigation into accusations against Brett Kavanaugh if the party wins control… https://t.co/v8eOOGZT9d,76
76,0.0,Fri Oct 05 21:00:21 +0000 2018,1.0,0.0,0.0,The New York Times,"The NYT review of ""A Star Is Born"" https://t.co/4xofqZKIud",77
77,0.0,Fri Oct 05 20:45:05 +0000 2018,1.0,0.0,0.0,The New York Times,"RT @dagnysalas: Everything from @nytimes in one place on Brett Kavanaugh, how the Senate is voting and more https://t.co/vSNb9b9s8C",78
78,0.5927,Fri Oct 05 20:35:03 +0000 2018,0.839,0.0,0.161,The New York Times,"Employers added only 134,000 jobs to their payrolls last month, but the numbers are better than that single data po… https://t.co/SZQTr6f3wN",79
79,0.0,Fri Oct 05 20:25:06 +0000 2018,1.0,0.0,0.0,The New York Times,"RT @MitchKSmith: It is extraordinarily rare for a police officer to be convicted in an on-duty shooting. Last year, a series of closely wat…",80
80,0.8591,Fri Oct 05 20:15:04 +0000 2018,0.627,0.0,0.373,The New York Times,"Denis Mukwege is a Congolese gynecological surgeon who was awarded the Nobel Peace Prize. Over time, he has become… https://t.co/vrZouwyJIL",81
81,0.0,Fri Oct 05 20:08:11 +0000 2018,1.0,0.0,0.0,The New York Times,"Breaking News: Senator Joe Manchin, a Democrat up for re-election, said he’d vote to confirm Brett Kavanaugh shortl… https://t.co/Pbk3FCvlCq",82
82,0.5774,Fri Oct 05 20:00:10 +0000 2018,0.774,0.051,0.175,The New York Times,Review: “A Crooked Somebody” doesn’t mind watching its characters squirm a little. That’s tough for them but good f… https://t.co/sprCywFsRx,83
83,0.0,Fri Oct 05 19:52:45 +0000 2018,1.0,0.0,0.0,The New York Times,"Breaking News: Senator Susan Collins, a Republican, said she’d vote to confirm Judge Brett Kavanaugh to the Supreme… https://t.co/re7zrxaEV4",84
84,0.0,Fri Oct 05 19:45:06 +0000 2018,1.0,0.0,0.0,The New York Times,A sheet pan takes the concept of a one-pot meal and flips it onto a pan https://t.co/yjo0ldzyyZ https://t.co/HW77zqTVwZ,85
85,0.0,Fri Oct 05 19:30:04 +0000 2018,1.0,0.0,0.0,The New York Times,Her home in Vienna was confiscated by the Nazis in 1940. She later secretly moved back in and spied on the SS offic… https://t.co/UIfZQ2NrxO,86
86,0.4404,Fri Oct 05 19:15:06 +0000 2018,0.854,0.0,0.146,The New York Times,Conservatives hope to use the liberal opposition to Brett Kavanaugh’s nomination as a graphic example of the threat… https://t.co/Md7ORn1VQx,87
87,-0.8176,Fri Oct 05 19:10:07 +0000 2018,0.615,0.385,0.0,The New York Times,"RT @NYTNational: ⚡️ “Chicago officer found guilty of murder in Laquan McDonald case”

https://t.co/fNL73Or7El",88
88,0.0,Fri Oct 05 19:02:43 +0000 2018,1.0,0.0,0.0,The New York Times,Breaking News: A white Chicago police officer who shot a black teenager 16 times was convicted of second-degree mur… https://t.co/E11ELSygND,89
89,0.0,Fri Oct 05 19:00:10 +0000 2018,1.0,0.0,0.0,The New York Times,"For some, the sight of Melania Trump on a Kenyan safari wearing a white pith helmet — a common symbol of European c… https://t.co/xSkZPqb8XP",90
90,0.0,Fri Oct 05 18:45:09 +0000 2018,1.0,0.0,0.0,The New York Times,"5 million Americans make their own bullets and shells. They say it's a therapeutic hobby, a money-saver and a way t… https://t.co/CeXrrc4GU7",91
91,-0.2263,Fri Oct 05 18:30:04 +0000 2018,0.909,0.091,0.0,The New York Times,"In Opinion

Emma González writes, ""This isn’t something we are ever going to forget about. This isn’t something we… https://t.co/tXBQhvJ72K",92
92,0.0,Fri Oct 05 18:20:05 +0000 2018,1.0,0.0,0.0,The New York Times,"RT @NYTNational: “I flail, I gasp, and I make barbaric yawps — even though the pool I’m using is only four feet deep, even though I have a…",93
93,0.0,Fri Oct 05 18:10:03 +0000 2018,1.0,0.0,0.0,The New York Times,Here are the 4 key senators as the Senate moves toward a final vote Saturday on Judge Brett Kavanaugh https://t.co/J3v8dl9l5h,94
94,0.3818,Fri Oct 05 17:55:03 +0000 2018,0.841,0.0,0.159,The New York Times,"By the Book: What does Tom Hanks look for in a novel? ""Authenticity. I want to see the world accurately, and histor… https://t.co/eBRl9N9ntt",95
95,0.0,Fri Oct 05 17:40:08 +0000 2018,1.0,0.0,0.0,The New York Times,"Exactly one year ago, reporting on Harvey Weinstein unleashed a movement. What will the next year bring? It’s hard… https://t.co/IlgH7jKDzQ",96
96,0.0,Fri Oct 05 17:25:07 +0000 2018,1.0,0.0,0.0,The New York Times,Senator Lisa Murkowski was the only Republican to vote against moving ahead with Brett Kavanaugh’s confirmation to… https://t.co/Kb2Fcwfwzo,97
97,-0.5267,Fri Oct 05 17:10:08 +0000 2018,0.794,0.206,0.0,The New York Times,"Trump claimed, without proof, that some of the women protesting the nomination of Brett Kavanaugh by confronting se… https://t.co/VBy87p1J5h",98
98,0.0,Fri Oct 05 16:55:06 +0000 2018,1.0,0.0,0.0,The New York Times,There are many theories for why there are so few black kickers and punters at historically black colleges. Here are… https://t.co/9OaEv8LWqS,99
99,0.6369,Fri Oct 05 16:48:36 +0000 2018,0.811,0.0,0.189,The New York Times,"Modern Love: ""You can’t will the right man into your life simply by planning for him"" https://t.co/M8RNLZuJom [Corrects link]",100
